,filename,discrete_pauses,actual_pauses
0,724,"['x-strong', 'medium-p', 'medium-p', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'medium-p', 'strong']","[0.8700000000000001, 0.07000000000000028, 0.04999999999999982, 0.08000000000000007, 0.8800000000000008, 0.16000000000000014, 0.1800000000000015, 0.8800000000000008, 0.8900000000000006, 0.9000000000000021, 0.05999999999999872, 0.8900000000000006, 0.05000000000000071, 0.8900000000000006, 0.09000000000000341, 0.12999999999999545, 0.8800000000000026, 0.10999999999999943, 0.8699999999999974, 0.060000000000002274, 0.8700000000000045, 0.8999999999999986, 0.13000000000000256, 0.8799999999999955, 0.05000000000001137, 0.10999999999999943, 0.1799999999999926, 0.8900000000000006, 0.060000000000002274, 0.18999999999999773]"
0,725,"['x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.8700000000000001, 0.879999999999999, 0.11999999999999922, 0.19000000000000128, 0.9100000000000001, 0.03999999999999915, 0.07000000000000028, 0.8900000000000006, 0.0799999999999983, 0.889999999999997, 0.08999999999999986, 0.05999999999999872, 0.03999999999999915, 0.9200000000000017, 0.8800000000000026, 0.14000000000000057, 0.9099999999999966, 0.0799999999999983, 0.8900000000000006, 0.12999999999999545, 0.9200000000000017]"
0,726,"['medium-p', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p']","[0.06000000000000005, 0.8800000000000003, 0.17999999999999883, 0.15000000000000036, 0.120000000000001, 0.879999999999999, 0.8900000000000006, 0.1700000000000017, 0.889999999999997, 0.16999999999999815, 0.8500000000000014, 0.07000000000000028]"
0,727,"['x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.8500000000000005, 0.9199999999999999, 0.040000000000000924, 0.9100000000000001, 0.8599999999999994, 0.8599999999999994, 0.09999999999999787, 0.11000000000000654, 0.8999999999999986, 0.3200000000000003, 0.8599999999999994, 0.1600000000000037, 0.8799999999999955, 0.18000000000000682, 0.9100000000000037, 0.30000000000000426, 0.9200000000000017, 0.05999999999999517, 0.0799999999999983, 0.8800000000000026, 0.8599999999999994, 0.0899999999999892]"
0,728,"['strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'weak', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong']","[0.1299999999999999, 0.8800000000000008, 0.9199999999999999, 0.879999999999999, 0.8900000000000006, 0.05999999999999872, 0.10000000000000142, 0.9000000000000021, 0.030000000000001137, 0.9100000000000001, 0.13000000000000256, 0.09999999999999787, 0.8699999999999974, 0.8999999999999986, 0.060000000000002274, 0.09000000000000341, 0.8800000000000026, 0.05000000000000426, 0.8900000000000006, 0.9200000000000017, 0.8900000000000006, 0.09000000000000341, 0.8900000000000006]"
0,729,"['x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong']","[0.9000000000000004, 0.07000000000000028, 0.8799999999999999, 0.07000000000000028, 0.08999999999999986, 0.8900000000000006, 0.14999999999999858, 0.870000000000001, 0.05999999999999872, 0.9199999999999982, 0.10000000000000142, 0.8699999999999974]"
0,730,"['x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.8900000000000006, 0.1900000000000004, 0.9199999999999999, 0.0600000000000005, 0.03999999999999915, 0.9199999999999999, 0.17999999999999972, 0.9200000000000017, 0.8599999999999994, 0.16000000000000014, 0.9199999999999946, 0.8999999999999986]"
0,731,"['strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'medium-p', 'strong', 'strong']","[0.1200000000000001, 0.8700000000000001, 0.8500000000000014, 0.13000000000000078, 0.879999999999999, 0.05000000000000071, 0.05999999999999872, 0.879999999999999, 0.05999999999999872, 0.9200000000000017, 0.860000000000003, 0.8999999999999986, 0.14000000000000057, 0.8799999999999955, 0.8800000000000026, 0.11999999999999744, 0.8999999999999986, 0.8700000000000045, 0.04999999999999716, 0.04999999999999716, 0.8800000000000026, 0.8900000000000006, 0.9200000000000017, 0.8799999999999955, 0.8699999999999903, 0.05000000000001137, 0.07000000000000739, 0.07000000000000739]"
0,732,"['x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.8799999999999999, 0.8699999999999992, 0.08999999999999986, 0.07000000000000028, 0.08000000000000007, 0.8900000000000006, 0.8999999999999986, 0.8599999999999994, 0.8800000000000026, 0.1700000000000017, 0.10000000000000142, 0.8600000000000065, 0.060000000000002274, 0.09000000000000341, 0.8999999999999986, 0.18999999999999773, 0.8699999999999974]"
0,733,"['x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'weak']","[0.8899999999999997, 0.04999999999999982, 0.09999999999999964, 0.08999999999999986, 0.870000000000001, 0.040000000000000924, 0.16000000000000014, 0.879999999999999, 0.1700000000000017, 0.879999999999999, 0.8699999999999974, 0.08999999999999986, 0.14000000000000057, 0.879999999999999, 0.8699999999999974, 0.17999999999999972, 0.9099999999999966, 1.1099999999999994, 0.9200000000000017, 0.02999999999999403]"
0,734,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.06999999999999984, 0.8599999999999999, 0.1299999999999999, 0.09999999999999964, 0.879999999999999, 0.049999999999998934, 0.09000000000000163, 0.13000000000000078, 0.9100000000000001, 0.8900000000000006, 0.09999999999999787, 0.129999999999999, 0.9100000000000001, 0.0799999999999983, 0.14000000000000057, 0.8999999999999986, 0.9099999999999966, 0.8999999999999986, 0.8500000000000014, 0.8999999999999986, 0.10000000000000142, 0.8999999999999986, 0.9000000000000057, 0.09000000000000341, 0.8900000000000006]"
0,735,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.10999999999999988, 0.9299999999999997, 0.1399999999999988, 0.8500000000000014, 0.1999999999999993, 0.8900000000000006, 0.10000000000000142, 0.16000000000000014, 0.8999999999999986, 0.9299999999999997, 0.9000000000000057, 0.05000000000000426, 0.10000000000000142, 0.1599999999999966, 0.8900000000000006, 0.8999999999999986, 0.07000000000000028, 0.8900000000000006]"
0,736,"['medium-p', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p']","[0.06999999999999984, 0.8700000000000001, 0.15999999999999925, 0.879999999999999, 0.07000000000000028, 0.9199999999999999, 0.060000000000002274, 0.8999999999999986, 0.15000000000000213, 0.8800000000000026, 0.14000000000000057, 0.9500000000000028, 0.07000000000000028, 0.8900000000000006, 0.11999999999999744, 0.13000000000000256, 0.8999999999999986, 0.060000000000002274, 0.8899999999999935, 0.12000000000000455, 0.11999999999999744, 0.9299999999999997, 0.11999999999999744, 0.9300000000000068, 0.14000000000000057, 0.10000000000000853, 0.10999999999999943, 0.9300000000000068, 0.10999999999999943]"
0,737,"['x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[1.1099999999999999, 0.8499999999999996, 0.9100000000000001, 0.0600000000000005, 0.870000000000001, 0.14000000000000057, 0.8800000000000026, 0.05999999999999872, 0.8699999999999974, 0.8999999999999986, 0.08000000000000185, 0.8900000000000006, 0.8900000000000006, 0.8900000000000006, 0.8599999999999994, 0.8900000000000006, 0.8800000000000026]"
0,738,"['strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'weak', 'strong', 'x-strong']","[0.11000000000000032, 0.8799999999999999, 0.9100000000000001, 0.09999999999999964, 0.8900000000000006, 0.8999999999999986, 0.879999999999999, 0.16000000000000014, 0.9099999999999966, 0.030000000000001137, 0.0899999999999963, 0.9000000000000057]"
0,739,"['x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.9000000000000004, 0.05999999999999961, 0.0600000000000005, 0.8499999999999996, 0.8900000000000006, 0.16000000000000014, 0.9100000000000001, 0.8800000000000026, 0.8999999999999986, 0.20000000000000284, 0.8900000000000006, 0.05999999999999517, 0.9100000000000037, 0.18999999999999773, 0.12000000000000455, 0.9099999999999966, 0.09000000000000341, 0.8699999999999903, 0.20000000000000284]"
0,740,"['x-strong', 'x-strong', 'medium-p', 'medium-p', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'weak', 'x-strong', 'medium-p', 'x-strong', 'strong']","[0.8900000000000001, 0.8599999999999994, 0.05999999999999961, 0.0600000000000005, 0.08000000000000007, 0.3699999999999992, 0.8900000000000006, 0.07000000000000028, 0.120000000000001, 0.8900000000000006, 0.05000000000000071, 0.8999999999999986, 0.07000000000000028, 0.8800000000000026, 0.12000000000000455]"
0,741,"['x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'weak', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'medium-p', 'weak', 'strong']","[0.8799999999999999, 0.8799999999999999, 0.8800000000000008, 0.8899999999999988, 0.08999999999999986, 0.14000000000000057, 0.9100000000000001, 0.0799999999999983, 0.10000000000000142, 0.889999999999997, 0.07000000000000028, 0.8800000000000026, 0.8799999999999955, 0.08315508021390389, 0.17999999999999972, 1.1400000000000006, 0.060000000000002274, 0.14000000000000057, 1.1499999999999986, 0.8800000000000026, 0.9000000000000057, 0.8599999999999994, 0.0800000000000125, 0.060000000000002274, 0.8799999999999955]"
0,742,"['strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'medium-p']","[0.0900000000000003, 0.9000000000000004, 0.8800000000000008, 0.8900000000000006, 0.8599999999999994, 0.8800000000000026, 0.889999999999997, 0.8599999999999994, 0.08999999999999986, 0.9199999999999946, 0.07000000000000028, 0.9100000000000037, 0.9299999999999997, 0.03999999999999915, 1.1199999999999974, 0.8900000000000006, 0.0899999999999963, 0.8999999999999986, 0.060000000000002274, 0.8699999999999903, 0.0799999999999983, 0.8900000000000006, 0.3299999999999983, 0.8799999999999955, 0.8700000000000045, 0.8599999999999994, 0.060000000000002274]"
0,743,"['x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.8799999999999999, 0.11000000000000032, 0.8600000000000012, 0.8600000000000012, 0.049999999999998934, 0.09999999999999787, 0.14000000000000057, 0.07000000000000028, 0.8900000000000006, 0.8599999999999994, 0.8999999999999986, 0.9200000000000017]"
0,744,"['strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.1299999999999999, 0.8699999999999992, 0.05000000000000071, 0.9000000000000004, 0.879999999999999, 0.8699999999999974, 0.129999999999999, 0.9100000000000037, 0.07000000000000028]"
0,746,"['x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.8700000000000001, 0.8600000000000003, 0.8900000000000006, 0.060000000000002274, 0.129999999999999, 0.8900000000000006, 0.879999999999999, 0.08999999999999986, 0.8599999999999994]"
0,747,"['x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'weak', 'x-strong']","[0.8800000000000001, 0.8899999999999997, 0.08000000000000007, 0.9099999999999984, 0.08000000000000007, 0.0600000000000005, 0.9100000000000001, 0.879999999999999, 0.060000000000002274, 0.13999999999999702, 0.9199999999999982, 0.8699999999999974, 0.8599999999999994, 0.0799999999999983, 0.8599999999999994, 0.13000000000000256, 0.8599999999999994, 0.9199999999999946, 0.04999999999999716, 0.0799999999999983, 0.8699999999999974, 0.09000000000000341, 0.9299999999999926, 0.030000000000001137, 0.8900000000000006]"
0,748,"['strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'strong', 'medium-p']","[0.16999999999999993, 0.8599999999999994, 0.1399999999999988, 0.9000000000000004, 0.11000000000000121, 0.8699999999999992, 0.07000000000000028, 0.14000000000000057, 0.870000000000001, 1.1600000000000001, 1.139999999999997, 1.1300000000000026, 0.8800000000000026, 0.18999999999999773, 0.8599999999999994, 0.8599999999999994, 0.14000000000000057, 0.9300000000000068, 0.0899999999999963, 0.11999999999999744, 0.8499999999999943, 0.10000000000000142]"
0,749,"['x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong']","[0.8799999999999999, 0.8899999999999997, 0.08999999999999986, 0.8900000000000006, 0.21000000000000085, 0.870000000000001, 0.10999999999999943, 0.8900000000000006, 0.11999999999999744, 0.8800000000000026, 0.14999999999999858, 0.8800000000000026, 0.8900000000000006, 0.10999999999999943, 0.9099999999999966, 0.9299999999999997, 0.8500000000000014, 0.09999999999999432, 0.060000000000002274, 0.8799999999999955, 0.05999999999998806, 0.8999999999999915]"
0,750,"['x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.16000000000000014, 0.8700000000000001, 0.13000000000000078, 0.8499999999999996, 0.16000000000000014, 0.8599999999999994, 0.879999999999999, 0.05000000000000071, 0.10999999999999943, 0.07000000000000028, 0.870000000000001, 0.12999999999999545, 0.9200000000000017]"
0,751,"['x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong']","[0.8899999999999997, 0.8499999999999996, 0.08999999999999986, 0.09000000000000163, 0.8999999999999986, 0.05000000000000071, 0.10999999999999943, 0.05999999999999872, 0.060000000000002274, 0.879999999999999, 0.9100000000000001, 0.09000000000000341, 0.8900000000000006, 0.8500000000000014, 0.18999999999999773, 0.9200000000000017, 0.1600000000000037, 0.8800000000000026]"
0,752,"['strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong']","[0.10999999999999988, 0.8499999999999996, 0.08000000000000007, 0.8699999999999992, 0.870000000000001, 0.9200000000000017, 0.8999999999999986, 0.05999999999999872, 0.9000000000000021, 0.14999999999999858, 0.8999999999999986, 0.09000000000000341, 0.1600000000000037, 0.8899999999999935, 0.0799999999999983, 0.8900000000000006, 0.8900000000000006, 0.11999999999999744, 0.09999999999999432, 0.8900000000000006, 0.8999999999999986]"
0,753,"['x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.8899999999999997, 0.04999999999999982, 0.8599999999999994, 0.21999999999999886, 0.870000000000001, 0.879999999999999, 0.8599999999999994, 0.13000000000000256]"
0,754,"['x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.8499999999999996, 0.07000000000000028, 0.1200000000000001, 0.120000000000001, 0.879999999999999, 0.879999999999999, 0.14000000000000057, 0.870000000000001, 0.8699999999999974, 0.10000000000000142, 0.14000000000000057]"
0,755,"['strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong']","[0.8399999999999999, 0.8700000000000001, 0.8800000000000008, 0.8599999999999994, 0.14999999999999858, 0.8800000000000026, 0.870000000000001, 0.8999999999999986, 0.8599999999999994, 0.10999999999999943, 0.9099999999999966, 0.8699999999999974, 0.0799999999999983]"
0,756,"['x-strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.8799999999999999, 0.9000000000000004, 0.040000000000000924, 0.9100000000000001, 0.05000000000000071, 0.15000000000000213, 0.13000000000000256, 0.14999999999999858, 0.10999999999999943, 0.21000000000000085, 0.8699999999999974, 0.05999999999999517, 0.8900000000000006, 0.9200000000000017, 0.9200000000000017, 0.0800000000000054]"
0,757,"['x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-weak', 'x-weak', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p']","[0.8900000000000001, 0.07000000000000028, 0.11000000000000121, 0.9000000000000004, 0.8900000000000006, 0.03870748299319729, 0.0, 0.00999999999999801, 0.09999999999999787, 0.9000000000000021, 0.060000000000002274, 0.1700000000000017, 0.8699999999999974, 0.03870748299319729]"
0,759,"['strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong']","[0.8699999999999999, 0.9100000000000001, 0.11000000000000121, 0.8900000000000006, 0.8699999999999992, 0.08999999999999986, 0.9000000000000021, 0.9000000000000021, 0.9299999999999997, 0.11999999999999744, 0.8799999999999955]"
0,760,"['x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.8999999999999995, 0.8699999999999992, 0.879999999999999, 0.15000000000000213, 0.9199999999999982, 0.879999999999999, 0.13000000000000256, 0.13000000000000256, 0.9099999999999966, 0.8999999999999986, 0.10000000000000142, 0.8900000000000006, 0.9799999999999969, 0.8899999999999935, 0.18000000000000682]"
0,761,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'strong', 'weak']","[0.1200000000000001, 0.8900000000000006, 0.16999999999999993, 0.8500000000000014, 0.9000000000000021, 0.0799999999999983, 0.05000000000000071, 0.9000000000000021, 0.05999999999999872, 0.9199999999999982, 0.8699999999999974, 0.07000000000000028, 0.8699999999999974, 0.0899999999999963, 0.9200000000000017, 0.05000000000000426, 0.8900000000000006, 0.9200000000000017, 0.0800000000000054, 0.8599999999999994, 0.03999999999999915]"
0,762,"['strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-weak', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong']","[0.09999999999999964, 0.8600000000000003, 0.15000000000000036, 0.879999999999999, 0.8900000000000006, 0.13000000000000256, 0.8699999999999974, 0.08999999999999986, 0.8800000000000026, 0.8999999999999986, 0.8900000000000006, 0.14999999999999858, 0.8900000000000006, 0.8800000000000026, 0.10000000000000142, 0.8999999999999986, 0.01999999999999602, 0.8900000000000006, 0.20999999999999375, 0.8800000000000097, 0.060000000000002274, 0.8499999999999943, 0.23000000000000398, 0.8900000000000006]"
0,763,"['strong', 'x-strong', 'strong', 'x-strong', 'weak', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.050000000000000266, 0.9100000000000001, 0.07000000000000028, 0.8400000000000016, 0.02999999999999936, 0.15000000000000036, 0.8900000000000006, 0.9199999999999982, 0.879999999999999, 0.16000000000000014, 0.18999999999999773, 0.8900000000000006, 0.1600000000000037, 0.8900000000000006, 0.8700000000000045, 0.9500000000000028, 0.8700000000000045, 0.1600000000000108]"
0,764,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong']","[0.1299999999999999, 0.9000000000000004, 0.08000000000000007, 0.16000000000000014, 0.8800000000000008, 0.9000000000000021, 0.1700000000000017, 0.8900000000000006, 0.14000000000000057, 0.9099999999999966, 0.03999999999999915, 0.19999999999999574]"
0,765,"['medium-p', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong']","[0.08000000000000007, 0.8700000000000001, 0.8800000000000008, 0.049999999999998934, 0.08000000000000007, 0.879999999999999, 0.03999999999999915, 0.8999999999999986, 0.13000000000000256, 0.860000000000003, 0.08999999999999986]"
0,766,"['strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'weak', 'x-strong']","[0.8699999999999999, 0.9000000000000004, 0.0600000000000005, 0.879999999999999, 0.9200000000000017, 0.8900000000000006, 0.07000000000000028, 0.129999999999999, 0.870000000000001, 0.9100000000000001, 0.0799999999999983, 0.04999999999999716, 0.9000000000000057, 0.8699999999999974, 0.10999999999999943, 0.9100000000000037, 0.03999999999999915, 0.8700000000000045]"
0,767,"['strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong']","[0.0900000000000003, 0.8799999999999999, 0.9000000000000004, 0.09999999999999964, 0.9100000000000001, 0.07000000000000028, 0.8699999999999974, 0.870000000000001, 0.9299999999999997, 0.860000000000003, 0.0800000000000054, 0.12999999999999545, 0.1700000000000017, 0.8600000000000065, 0.8999999999999986, 0.9000000000000057]"
0,768,"['strong', 'medium-p', 'x-strong', 'medium-p', 'weak', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'medium-p', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong']","[0.8600000000000003, 0.08000000000000007, 0.8800000000000008, 0.14000000000000057, 0.06999999999999851, 0.879999999999999, 0.14000000000000057, 0.07245508982035921, 0.879999999999999, 0.879999999999999, 0.09999999999999787, 1.1600000000000037, 0.1700000000000017, 0.1700000000000017, 0.8799999999999955, 0.0799999999999983, 0.8799999999999955, 0.1600000000000037, 0.8799999999999955, 0.9100000000000037, 0.0799999999999983, 0.8800000000000026]"
0,769,"['strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong']","[0.8599999999999999, 0.06999999999999984, 0.8899999999999997, 0.870000000000001, 0.870000000000001, 1.0499999999999972, 0.120000000000001, 0.8900000000000006, 0.8499999999999979, 0.8999999999999986, 0.0800000000000054, 0.9100000000000037, 0.9299999999999997, 0.03999999999999915, 0.8900000000000006, 0.07000000000000028, 0.10000000000000142, 0.8900000000000006, 0.060000000000002274, 0.8900000000000006, 0.14000000000000057, 0.09000000000000341, 0.9300000000000068, 0.04000000000000625, 0.8900000000000006]"
0,770,"['strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'weak', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'strong']","[0.21999999999999975, 0.8799999999999999, 0.8299999999999983, 0.23000000000000043, 0.879999999999999, 0.8800000000000026, 0.9200000000000017, 0.8900000000000006, 0.04999999999999716, 0.9000000000000057, 0.8799999999999955, 0.030000000000001137, 0.9299999999999997, 0.05000000000000426, 0.8900000000000006, 0.8599999999999994, 0.14000000000000057, 0.8499999999999943, 0.9399999999999977, 0.04999999999999716, 0.060000000000002274, 0.8599999999999994]"
0,771,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.10000000000000009, 0.8700000000000001, 0.1399999999999988, 0.8899999999999988, 0.9100000000000001, 0.0799999999999983, 0.879999999999999, 0.1999999999999993, 0.8700000000000045, 0.8799999999999955, 0.07000000000000028]"
