,filename,discrete_pauses,actual_pauses
0,772,"['strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'medium-p', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p']","[0.8700000000000001, 0.8699999999999992, 0.16999999999999993, 0.8800000000000008, 0.8599999999999994, 0.889999999999997, 0.8500000000000014, 0.8200000000000003, 0.8500000000000014, 0.1600000000000037, 0.8999999999999986, 0.8500000000000014, 0.030000000000001137, 0.0799999999999983, 0.13000000000000256, 0.8700000000000045, 0.8999999999999986, 0.8999999999999986, 0.8900000000000006, 0.10999999999999943, 0.8900000000000006, 0.9400000000000119, 0.8700000000000045, 0.8799999999999955, 0.04999999999999716]"
0,773,"['x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong']","[0.8999999999999995, 0.8599999999999994, 0.08999999999999986, 0.08000000000000185, 0.11000000000000298, 0.8800000000000026, 0.16000000000000014, 0.8800000000000026, 0.8800000000000026, 0.8700000000000045, 0.8900000000000006, 0.9299999999999997, 0.15000000000000568, 0.1599999999999966, 0.07000000000000739, 0.09000000000000341]"
0,774,"['strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong']","[0.16000000000000014, 0.8600000000000003, 0.9200000000000017, 0.9100000000000001, 0.8900000000000006, 0.14000000000000057, 0.8699999999999974, 0.10999999999999943, 0.870000000000001, 0.15000000000000568, 0.9200000000000017, 0.3100000000000023, 0.8699999999999974, 0.8800000000000026, 0.09999999999999432, 0.9299999999999997, 0.30000000000000426, 0.9699999999999989, 0.14000000000000057, 0.9100000000000037, 0.8900000000000006]"
0,775,"['x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong']","[0.8699999999999999, 0.9100000000000001, 0.16000000000000014, 0.9000000000000004, 0.16000000000000014, 0.9100000000000001, 0.8699999999999974, 0.08999999999999986, 0.11000000000000298, 0.889999999999997, 0.10999999999999943, 0.0899999999999963, 0.8900000000000006, 0.10999999999999943, 0.8900000000000006, 0.8900000000000006, 0.1600000000000037, 1.0899999999999963, 0.8700000000000045, 0.9100000000000108, 0.12999999999999545, 0.14999999999999147, 0.8700000000000045, 0.13000000000000966, 0.8900000000000006, 0.09000000000000341, 0.10000000000000853, 0.9000000000000057]"
0,776,"['x-strong', 'medium-p', 'medium-p', 'medium-p', 'medium-p', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'weak', 'weak', 'x-strong', 'strong', 'medium-p', 'medium-p', 'strong', 'strong', 'strong', 'weak', 'weak', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'medium-p']","[0.9099999999999999, 0.10000000000000009, 0.1200000000000001, 0.10999999999999943, 0.10999999999999943, 0.13000000000000078, 0.879999999999999, 0.8800000000000008, 0.1899999999999995, 0.8900000000000006, 0.9100000000000001, 0.0400000000000027, 0.03999999999999915, 0.9000000000000021, 0.8800000000000026, 0.08999999999999986, 0.11000000000000298, 0.13000000000000256, 0.8800000000000026, 0.8700000000000045, 0.060000000000002274, 0.07000000000000028, 0.8900000000000006, 0.0899999999999963, 0.8900000000000006, 0.8999999999999986, 0.0899999999999963, 0.8900000000000006, 0.8999999999999986, 0.8900000000000006, 0.0800000000000054]"
0,777,"['x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'weak']","[0.8899999999999997, 0.05999999999999961, 0.09999999999999964, 0.08999999999999986, 0.8499999999999996, 0.08000000000000007, 0.13000000000000078, 0.14000000000000057, 0.879999999999999, 0.879999999999999, 0.07000000000000028, 0.14000000000000057, 0.0799999999999983, 0.8699999999999974, 0.07000000000000028, 0.9099999999999966, 0.07000000000000028, 0.8599999999999994, 0.04999999999999716]"
0,778,"['strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'weak', 'medium-p', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong']","[0.13999999999999968, 0.8799999999999999, 0.8800000000000008, 0.9200000000000017, 0.07000000000000028, 0.16999999999999815, 0.8699999999999974, 0.04999999999999716, 0.05000000000000071, 0.07000000000000028, 0.8699999999999974, 0.8800000000000026, 0.8999999999999986, 0.14000000000000057, 0.8900000000000006, 0.09999999999999432, 0.0799999999999983, 0.9000000000000057, 0.8800000000000026, 0.10999999999999943, 0.8799999999999955]"
0,779,"['x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong']","[0.8800000000000001, 0.8699999999999992, 0.14000000000000057, 0.8999999999999986, 1.0700000000000003, 0.08999999999999986, 0.120000000000001, 0.14999999999999858, 0.8999999999999986, 0.05000000000000071, 0.10000000000000142, 0.1700000000000017, 0.1600000000000037, 0.8699999999999974, 0.8700000000000045, 0.8999999999999986, 0.9200000000000017, 0.04999999999999716, 0.8700000000000045, 0.8599999999999994, 0.9100000000000108]"
0,780,"['x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.8699999999999992, 0.09999999999999964, 0.8499999999999996, 0.8900000000000006, 0.8999999999999986, 0.11999999999999744, 0.870000000000001, 0.8600000000000065, 0.10999999999999943, 0.11999999999999744, 0.8800000000000026, 0.8599999999999994, 0.8900000000000006, 0.8900000000000006, 0.0799999999999983]"
0,781,"['strong', 'strong', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong']","[0.10999999999999988, 0.8600000000000003, 0.8800000000000008, 0.07000000000000028, 0.05000000000000071, 0.08000000000000007, 0.8900000000000006, 0.05713483146067415, 0.870000000000001, 0.8999999999999986, 0.9199999999999946, 0.0799999999999983, 0.8900000000000006, 0.8700000000000045, 0.8799999999999955, 0.9100000000000037, 0.18999999999999773]"
0,782,"['strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'medium-p', 'x-strong', 'x-strong']","[0.1299999999999999, 0.8799999999999999, 0.09999999999999964, 0.16999999999999993, 0.8900000000000006, 0.15000000000000036, 0.8800000000000026, 0.08999999999999986, 0.08000000000000185, 0.08999999999999986, 0.16000000000000014, 0.9100000000000001]"
0,783,"['x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.8700000000000001, 0.9000000000000004, 0.8600000000000012, 0.9000000000000004, 0.8999999999999986, 0.03999999999999915, 0.07000000000000028, 0.8900000000000006, 0.870000000000001, 0.16999999999999815, 0.14999999999999858, 0.8499999999999943, 0.8800000000000026, 0.8999999999999986, 0.8599999999999994, 0.8599999999999994, 0.8800000000000026, 0.13000000000000256, 0.8700000000000045, 0.8699999999999903, 0.8999999999999915]"
0,784,"['x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'weak', 'strong', 'strong']","[0.9000000000000004, 0.120000000000001, 0.8800000000000008, 0.14999999999999858, 0.15000000000000213, 0.9100000000000001, 0.8900000000000006, 0.14000000000000057, 0.870000000000001, 0.030000000000001137, 0.8800000000000026, 0.060000000000002274, 0.8699999999999974, 0.8699999999999974, 0.8799999999999955, 0.09999999999999432, 0.17999999999999972, 0.8800000000000026, 0.9299999999999997, 0.05000000000000426, 0.8999999999999986, 0.04999999999999716, 0.13000000000000966, 0.8999999999999915, 0.9000000000000057, 0.01999999999999602, 0.09999999999999432, 0.8699999999999903]"
0,785,"['x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p']","[0.8999999999999999, 0.0600000000000005, 0.14000000000000057, 0.870000000000001, 0.16000000000000014, 0.8599999999999994, 0.129999999999999, 0.14000000000000057, 0.10999999999999943, 0.14000000000000057, 0.8900000000000006, 0.0799999999999983, 0.07000000000000028, 0.8999999999999986, 0.05000000000000426, 0.8700000000000045, 0.19000000000000483, 0.8799999999999955, 0.0799999999999983, 0.11999999999999744, 0.8900000000000006, 0.1599999999999966, 0.8900000000000006, 0.04999999999999716, 0.1700000000000017, 0.9000000000000057, 0.1700000000000017, 0.8700000000000045, 0.05999999999998806]"
0,786,"['x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'medium-p', 'strong', 'strong', 'weak', 'x-strong', 'x-strong', 'weak', 'strong']","[0.8700000000000001, 0.15000000000000036, 0.8699999999999992, 0.9199999999999999, 0.879999999999999, 0.8900000000000006, 0.08000000000000185, 0.9000000000000021, 0.8700000000000045, 0.38000000000000256, 0.8900000000000006, 0.14000000000000057, 0.10000000000000142, 0.8999999999999986, 0.8999999999999986, 0.04999999999999716, 0.8599999999999994, 0.8599999999999994, 0.060000000000002274, 0.14000000000000057, 0.8500000000000014, 0.03999999999999915, 0.9099999999999966, 0.8800000000000097, 0.01999999999999602, 0.09999999999999432]"
0,787,"['x-strong', 'medium-p', 'medium-p', 'strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'medium-p', 'x-strong', 'x-strong', 'weak', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong']","[0.8500000000000005, 0.05999999999999961, 0.04999999999999982, 0.15000000000000036, 0.8499999999999996, 0.9000000000000021, 0.870000000000001, 0.08000000000000185, 0.889999999999997, 0.860000000000003, 0.07000000000000028, 0.8399999999999963, 0.07000000000000028, 1.1300000000000026, 0.8800000000000026, 0.030000000000001137, 0.05999999999999517, 0.8599999999999994, 0.8399999999999963, 0.0800000000000054, 0.8900000000000006]"
0,788,"['x-strong', 'x-strong', 'weak', 'x-strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'strong']","[0.8999999999999999, 0.9000000000000004, 0.04999999999999982, 0.879999999999999, 0.870000000000001, 0.870000000000001, 0.8399999999999999, 0.07000000000000028, 0.9400000000000048, 0.07000000000000028, 0.09999999999999432]"
0,789,"['strong', 'x-strong', 'medium-p', 'strong', 'weak', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.8699999999999999, 0.8900000000000006, 0.05999999999999961, 0.879999999999999, 0.049999999999998934, 0.9100000000000001, 0.07000000000000028, 0.870000000000001, 0.870000000000001, 0.9100000000000001, 0.8999999999999986, 0.0799999999999983, 0.8599999999999994, 0.9099999999999966, 0.8900000000000006, 0.8999999999999986, 0.8900000000000006]"
0,790,"['medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong']","[0.10000000000000009, 0.8999999999999999, 0.11999999999999922, 0.1299999999999999, 0.910000000000001, 0.879999999999999, 0.0600000000000005, 0.8800000000000026, 0.17999999999999972, 0.8900000000000006, 0.8699999999999974, 0.8799999999999955, 0.14000000000000057, 0.11999999999999744, 0.9200000000000017, 0.8900000000000006, 0.8900000000000006, 0.9100000000000037]"
0,791,"['x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong']","[0.9000000000000004, 0.8900000000000006, 0.05999999999999961, 0.129999999999999, 0.8599999999999994, 0.16999999999999815, 0.870000000000001, 0.05000000000000071, 0.8900000000000006, 0.129999999999999, 0.9199999999999982, 0.14000000000000057]"
0,792,"['x-strong', 'medium-p', 'strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong']","[0.8599999999999999, 0.0699999999999994, 0.15000000000000036, 0.8900000000000006, 0.08000000000000007, 0.8800000000000008, 0.8999999999999986, 0.1700000000000017, 0.870000000000001, 0.15000000000000213, 0.8599999999999994, 0.9200000000000017, 0.10999999999999943, 0.8699999999999974, 0.8500000000000014]"
0,793,"['x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'strong', 'x-weak']","[0.8799999999999999, 0.8600000000000003, 0.08999999999999986, 0.8800000000000008, 0.879999999999999, 0.16000000000000014, 0.8999999999999986, 0.879999999999999, 0.060000000000002274, 0.9099999999999966, 0.8700000000000045, 0.8999999999999986, 0.8900000000000006, 0.8800000000000026, 0.05000000000000426, 0.9100000000000037, 0.8900000000000006, 0.1599999999999966, 0.8399999999999892, 0.01999999999999602]"
0,794,"['strong', 'x-strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'medium-p']","[0.1200000000000001, 0.9000000000000004, 0.9000000000000004, 0.08999999999999986, 0.08999999999999986, 0.879999999999999, 0.09999999999999787, 0.08999999999999986, 0.15000000000000213, 0.8900000000000006, 0.16000000000000014, 0.8999999999999986, 0.18999999999999773, 0.0899999999999963, 0.9299999999999997, 0.1700000000000017, 0.9099999999999966, 0.10999999999999943, 0.10000000000000142, 0.8599999999999994, 0.07000000000000028]"
0,795,"['strong', 'x-strong', 'strong', 'medium-p', 'medium-p', 'x-strong', 'strong', 'strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'x-strong']","[0.8699999999999999, 0.9100000000000001, 0.16999999999999993, 0.07000000000000028, 0.0799999999999983, 0.9100000000000001, 0.11999999999999744, 0.8599999999999994, 0.0799999999999983, 0.8900000000000006, 0.879999999999999, 0.13000000000000256, 0.9100000000000037, 0.12000000000000455, 0.9299999999999997, 0.07000000000000028, 0.8900000000000006, 0.09999999999999432, 0.8599999999999994, 0.13000000000000256, 0.9099999999999966, 0.0899999999999963, 0.8999999999999986, 0.07000000000000739, 0.0799999999999983, 0.9300000000000068, 0.8900000000000006]"
0,796,"['x-strong', 'x-strong', 'strong', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'x-strong']","[0.8699999999999997, 0.8999999999999995, 0.16999999999999993, 0.8599999999999994, 0.8599999999999994, 0.0799999999999983, 0.8999999999999986, 0.8900000000000006, 0.9000000000000057]"
0,797,"['x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'x-strong', 'strong', 'strong', 'x-strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.19999999999999973, 0.8399999999999999, 0.07000000000000028, 0.879999999999999, 0.1999999999999993, 0.8900000000000006, 0.870000000000001, 0.10999999999999943, 0.8699999999999974, 0.060000000000002274, 0.8799999999999955, 0.14999999999999858, 0.1600000000000037, 0.8900000000000006, 0.11000000000000654, 0.8900000000000006, 0.04999999999999716, 0.12000000000000455, 0.8799999999999955, 0.11999999999999744, 0.9000000000000057, 0.8999999999999915, 0.04999999999999716, 0.20000000000000284, 0.8700000000000045, 0.1700000000000017, 0.8999999999999915, 0.14000000000000057]"
0,798,"['medium-p', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'medium-p', 'x-strong', 'medium-p', 'strong', 'strong', 'strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'medium-p']","[0.08000000000000007, 0.8700000000000001, 0.05999999999999961, 0.10000000000000142, 0.09000000000000163, 1.129999999999999, 0.07000000000000028, 0.08000000000000007, 0.8900000000000006, 0.07000000000000028, 0.08999999999999986, 0.8800000000000026, 0.08999999999999986, 0.19000000000000128, 0.16000000000000014, 0.120000000000001, 0.8800000000000026, 0.8700000000000045, 0.0799999999999983, 0.12000000000000455, 0.13000000000000256, 0.8900000000000006, 0.39000000000000057, 0.12000000000000455, 0.8900000000000006, 0.060000000000002274]"
0,799,"['x-strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'strong', 'x-strong', 'x-strong', 'strong', 'x-strong', 'strong', 'x-strong', 'strong']","[0.8700000000000001, 0.11999999999999922, 0.8600000000000012, 0.9099999999999984, 0.10999999999999943, 0.870000000000001, 0.1700000000000017, 0.129999999999999, 0.8900000000000006, 0.8800000000000026, 0.19999999999999574, 0.8599999999999994, 0.0799999999999983, 0.8800000000000026, 0.10000000000000142]"
0,800,"['medium-p', 'strong', 'strong', 'x-strong', 'strong', 'strong', 'strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'weak', 'strong', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'x-strong', 'x-strong', 'x-strong', 'medium-p', 'strong', 'x-strong', 'x-strong', 'weak', 'medium-p']","[0.06000000000000005, 0.8600000000000003, 0.08999999999999986, 0.8600000000000012, 0.0600000000000005, 0.08000000000000007, 0.120000000000001, 0.8900000000000006, 0.05000000000000071, 0.08999999999999986, 0.9100000000000001, 0.030000000000001137, 0.08999999999999986, 0.9100000000000001, 0.8799999999999955, 0.8900000000000006, 0.05000000000000426, 0.8800000000000026, 0.8900000000000006, 0.8999999999999986, 0.05000000000000426, 0.09000000000000341, 0.8699999999999974, 0.8799999999999955, 0.030000000000001137, 0.05000000000000426]"
